user,date,anomaly_score,severity,flagged_features,personal_deviation,peer_deviation,temporal_deviation,combined_deviation,per_feature_json
AAE0190,2010-03-23T00:00:00,0.7724627053379376,HIGH,unique_recipients_count;after_hours_email_count;neuroticism,0.9072599611580396,0.7728404536544357,0.8303512982762382,0.8621187848498684,"[{""feature"": ""unique_recipients_count"", ""value"": ""33"", ""personal_z"": 2.7206139208131743, ""peer_z"": 2.2458131684081803, ""temporal_pct"": 98.87628191141174, ""p_norm"": 0.8598135949281663, ""r_norm"": 0.8171578064012661, ""t_norm"": 0.9887628191141173}, {""feature"": ""after_hours_email_count"", ""value"": ""12"", ""personal_z"": 5.9298774998668815, ""peer_z"": 10.315917876933831, ""temporal_pct"": 99.96727034693433, ""p_norm"": 0.9811692105680705, ""r_norm"": 0.9989701158918454, ""t_norm"": 0.9996727034693432}, {""feature"": ""neuroticism"", ""value"": -0.1231144511570862, ""personal_z"": 3.0, ""peer_z"": 0.01436074171011881, ""temporal_pct"": 50.26183722452542, ""p_norm"": 0.8807970779778823, ""r_norm"": 0.5023934386701953, ""t_norm"": 0.5026183722452542}]"
AAE0190,2010-05-05T00:00:00,0.7359109128918903,HIGH,external_recipient_ratio;after_hours_email_count;neuroticism,0.8553946825675663,0.7316952964038378,0.7874288704297207,0.8142749642059572,"[{""feature"": ""external_recipient_ratio"", ""value"": 0.8888888888888888, ""personal_z"": 1.703704813349645, ""peer_z"": 1.294569215453402, ""temporal_pct"": 86.42597074149171, ""p_norm"": 0.7569082700587646, ""r_norm"": 0.7032966879135715, ""t_norm"": 0.8642597074149171}, {""feature"": ""after_hours_email_count"", ""value"": ""8"", ""personal_z"": 3.845328191761096, ""peer_z"": 6.803761114015504, ""temporal_pct"": 99.57703795757298, ""p_norm"": 0.9284786996660519, ""r_norm"": 0.9893957626277466, ""t_norm"": 0.9957703795757298}, {""feature"": ""neuroticism"", ""value"": -0.1231144511570862, ""personal_z"": 3.0, ""peer_z"": 0.01436074171011881, ""temporal_pct"": 50.22565242985153, ""p_norm"": 0.8807970779778823, ""r_norm"": 0.5023934386701953, ""t_norm"": 0.5022565242985153}]"
AAE0190,2010-06-10T00:00:00,0.7672355741878922,HIGH,after_hours_email_count;avg_email_size_kb;neuroticism,0.8905470696055134,0.7241195588621993,0.80317382667734,0.8358342054804588,"[{""feature"": ""after_hours_email_count"", ""value"": ""11"", ""personal_z"": 5.408740172840435, ""peer_z"": 9.437878686204249, ""temporal_pct"": 99.94218624922175, ""p_norm"": 0.9735534440426519, ""r_norm"": 0.998152216777741, ""t_norm"": 0.9994218624922175}, {""feature"": ""avg_email_size_kb"", ""value"": 35.024483816964285, ""personal_z"": 2.2471475878422433, ""peer_z"": 1.0745948339793197, ""temporal_pct"": 90.75202348127725, ""p_norm"": 0.8172906867960061, ""r_norm"": 0.6718130211386616, ""t_norm"": 0.9075202348127724}, {""feature"": ""neuroticism"", ""value"": -0.1231144511570862, ""personal_z"": 3.0, ""peer_z"": 0.01436074171011881, ""temporal_pct"": 50.257938272703015, ""p_norm"": 0.8807970779778823, ""r_norm"": 0.5023934386701953, ""t_norm"": 0.5025793827270302}]"
AAE0190,2010-11-30T00:00:00,0.7804097454896513,HIGH,unique_recipients_count;external_recipient_ratio;after_hours_email_count;neuroticism,0.8362538167270895,0.7460515715150041,0.8361280820423302,0.8136843952213543,"[{""feature"": ""unique_recipients_count"", ""value"": ""30"", ""personal_z"": 1.9552376980784225, ""peer_z"": 1.9061605013330503, ""temporal_pct"": 97.74383591533929, ""p_norm"": 0.7864220605032949, ""r_norm"": 0.7808751582730972, ""t_norm"": 0.9774383591533929}, {""feature"": ""external_recipient_ratio"", ""value"": 0.9285714285714286, ""personal_z"": 1.8646892934949157, ""peer_z"": 1.4153514045776951, ""temporal_pct"": 87.12851843770456, ""p_norm"": 0.7761077050584648, ""r_norm"": 0.719819732989788, ""t_norm"": 0.8712851843770456}, {""feature"": ""after_hours_email_count"", ""value"": ""7"", ""personal_z"": 3.32419086473465, ""peer_z"": 5.925721923285923, ""temporal_pct"": 99.31704123936285, ""p_norm"": 0.9016884233687161, ""r_norm"": 0.9811179561269361, ""t_norm"": 0.9931704123936285}, {""feature"": ""neuroticism"", ""value"": -0.1231144511570862, ""personal_z"": 3.0, ""peer_z"": 0.01436074171011881, ""temporal_pct"": 50.26183722452542, ""p_norm"": 0.8807970779778823, ""r_norm"": 0.5023934386701953, ""t_norm"": 0.5026183722452542}]"
AAE0190,2011-04-26T00:00:00,0.7631409391653002,HIGH,unique_recipients_count;after_hours_email_count;neuroticism,0.8558526264237165,0.7510117064632675,0.82093243144956,0.8244043671874808,"[{""feature"": ""unique_recipients_count"", ""value"": ""28"", ""personal_z"": 1.4449868829219215, ""peer_z"": 1.6797253899496303, ""temporal_pct"": 96.10080733144228, ""p_norm"": 0.7237869491443006, ""r_norm"": 0.7539547566402106, ""t_norm"": 0.9610080733144228}, {""feature"": ""after_hours_email_count"", ""value"": ""10"", ""personal_z"": 4.887602845813989, ""peer_z"": 8.559839495474668, ""temporal_pct"": 99.91708487890028, ""p_norm"": 0.9629738521489666, ""r_norm"": 0.9966869240793966, ""t_norm"": 0.9991708487890029}, {""feature"": ""neuroticism"", ""value"": -0.1231144511570862, ""personal_z"": 3.0, ""peer_z"": 0.01436074171011881, ""temporal_pct"": 50.26183722452542, ""p_norm"": 0.8807970779778823, ""r_norm"": 0.5023934386701953, ""t_norm"": 0.5026183722452542}]"
AAN0823,2010-05-10T00:00:00,0.7403918991669995,HIGH,external_recipient_ratio;after_hours_email_count;avg_email_size_kb;extraversion,0.7350149791835313,0.7332998723313497,0.9740073773684331,0.7704350621982212,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.0859306069076735, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6734770622275099, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 1.9786090106489653, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.0580795930992, ""p_norm"": 0.7890273822290289, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.950580795930992}, {""feature"": ""avg_email_size_kb"", ""value"": 48.9794921875, ""personal_z"": 2.242214735348388, ""peer_z"": 3.643475745938317, ""temporal_pct"": 99.25538983206177, ""p_norm"": 0.8167991035117695, ""r_norm"": 0.9190109316578561, ""t_norm"": 0.9925538983206177}, {""feature"": ""extraversion"", ""value"": 1.442344110407884, ""personal_z"": 1.0, ""peer_z"": 0.9850498784086968, ""temporal_pct"": 95.2894815222123, ""p_norm"": 0.6607563687658172, ""r_norm"": 0.658518681870352, ""t_norm"": 0.9528948152221229}]"
ABM0845,2010-06-24T00:00:00,0.7760261133641311,HIGH,external_recipient_ratio;after_hours_email_count;avg_email_size_kb;neuroticism,0.8208105793795435,0.7128636246680683,0.8631259450324646,0.8001711455496128,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 0.8780617099112188, ""peer_z"": 1.5698056883592146, ""temporal_pct"": 100.0, ""p_norm"": 0.6423031327081191, ""r_norm"": 0.7401093780147288, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.5, ""peer_z"": 0.8320818138030442, ""temporal_pct"": 95.0813839722494, ""p_norm"": 0.8411308951190849, ""r_norm"": 0.635230252368078, ""t_norm"": 0.950813839722494}, {""feature"": ""avg_email_size_kb"", ""value"": 63.326171875, ""personal_z"": 3.6434813899584424, ""peer_z"": 5.978336266721406, ""temporal_pct"": 99.91105576803344, ""p_norm"": 0.919011211713088, ""r_norm"": 0.9817569128200724, ""t_norm"": 0.9991105576803343}, {""feature"": ""neuroticism"", ""value"": -0.1231144511570862, ""personal_z"": 3.0, ""peer_z"": -0.03385370410398901, ""temporal_pct"": 50.257938272703015, ""p_norm"": 0.8807970779778823, ""r_norm"": 0.49435795546939426, ""t_norm"": 0.5025793827270302}]"
ADC0391,2011-02-24T00:00:00,0.7704803042060709,HIGH,unique_recipients_count;after_hours_email_count;avg_email_size_kb;neuroticism,0.7779059134174109,0.7550821714367272,0.9165536333718758,0.7929971359154097,"[{""feature"": ""unique_recipients_count"", ""value"": ""22"", ""personal_z"": 2.5503627234808217, ""peer_z"": 0.9238853220820028, ""temporal_pct"": 84.34581517388597, ""p_norm"": 0.8455663147917358, ""r_norm"": 0.6492908564261017, ""t_norm"": 0.8434581517388596}, {""feature"": ""after_hours_email_count"", ""value"": ""8"", ""personal_z"": 3.2146618648634124, ""peer_z"": 7.059566238854726, ""temporal_pct"": 99.55305523436805, ""p_norm"": 0.8950229785951573, ""r_norm"": 0.9910434874828437, ""t_norm"": 0.9955305523436805}, {""feature"": ""avg_email_size_kb"", ""value"": 33.730143229166664, ""personal_z"": 1.3451018384282856, ""peer_z"": 0.9218233121665976, ""temporal_pct"": 86.68727208040559, ""p_norm"": 0.7102779915169335, ""r_norm"": 0.648977762288885, ""t_norm"": 0.8668727208040559}, {""feature"": ""neuroticism"", ""value"": 1.6993034113655705, ""personal_z"": 1.0, ""peer_z"": 1.4996795946649908, ""temporal_pct"": 96.03531086009073, ""p_norm"": 0.6607563687658172, ""r_norm"": 0.7310165795490781, ""t_norm"": 0.9603531086009073}]"
AHD0848,2010-01-18T00:00:00,0.7806284559099353,HIGH,external_recipient_ratio;after_hours_email_count;avg_email_size_kb;conscientiousness;extraversion,0.7873681482895981,0.7064985610982006,0.8772195110775083,0.7806284559099352,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.0580795930992, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.950580795930992}, {""feature"": ""avg_email_size_kb"", ""value"": 42.12890625, ""personal_z"": 1.2192548895512971, ""peer_z"": 2.372733197813744, ""temporal_pct"": 97.67452516782367, ""p_norm"": 0.6927136354647678, ""r_norm"": 0.8294624215087205, ""t_norm"": 0.9767452516782368}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.83254290100121, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.4683254290100121}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04460787683003, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904460787683003}]"
AHD0848,2010-02-04T00:00:00,0.7851762711019348,HIGH,external_recipient_ratio;after_hours_email_count;avg_email_size_kb;conscientiousness;extraversion,0.7921945910360408,0.7124274815576372,0.8783509739393398,0.7851762711019348,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.0813839722494, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.950813839722494}, {""feature"": ""avg_email_size_kb"", ""value"": 43.95703125, ""personal_z"": 1.3933040572616147, ""peer_z"": 2.711839405951905, ""temporal_pct"": 98.28559992884462, ""p_norm"": 0.7168458491969814, ""r_norm"": 0.8591070238059031, ""t_norm"": 0.9828559992884461}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.76465356221649, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.46764653562216485}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04384950635952, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904384950635952}]"
